ID	CRISPRtype	MLST	Ambiguous
ef00129		117	
ef00130		117	
ef00131		117	
ef00132		117	
ef00133		80	
ef00134		117	
ef00135		664	
ef00136		117	
ef00137		664	
ef00138		117	
ef00139		117	
ef00140		117	
ef00141		117	
ef00142		117	
ef00143		117	
ef00144		117	
ef00145		117	
ef00146		80	
ef00147		117	
ef00148		117	
ef00149		664	
ef00150		117	
ef00151		117	
ef00152		80	
ef00153		117	
ef00154		736	
ef00155		117	
ef00156		117	
ef00157		117	
ef00158		117	
ef00159		117	
ef00160		117	
ef00161		1032	
ef00162		80	
ef00163		117	
ef00164		117	
ef00165		80	
ef00166		795	
ef00167		117	
ef00168		18	
ef00169		117	
ef00170	II-A	623	
ef00171		80	
ef00172		17	
ef00173		117	
ef00174		17	
ef00175		117	
ef00176		117	
ef00177		117	
ef00178		233	
ef00179		117	
ef00180		117	
ef00181		117	
ef00182		-	
ef00183		-	
ef00184		80	
ef00185		117	
ef00186		117	
ef00187		117	
ef00188		18	
ef00189		60	
ef00190		532	
ef00191		1032	
ef00192		94	
ef00193		-	
ef00194		1032	
ef00195		117	
ef00196		19	
ef00197		17	
ef00198		800	
ef00199		94	
ef00200		-	
ef00201		17	
ef00202		-	
ef00203		-	
ef00204		29	
ef00205		29	
ef00206		-	
ef00207		-	
ef00208		-	
ef00209		372	
ef00210		-	
ef00211		-	
ef00212	II-A	-	
ef00213		94	
ef00214		-	
ef00215		94	
ef00216		94	
ef00217		-	
ef00218		-	
ef00219		94	
ef00220		-	
ef00221		-	
ef00222	II-A	1451	
ef00223	II-A	107	
ef00224		-	
ef00225		-	
ef00226		505	
ef00227		505	
ef00228	II-A	-	
ef00229	II-A	1192	
ef00230		-	
ef00231	II-A	-	
ef00232		-	
ef00233	II-A	327	
ef00234	II-A	-	
ef00235	II-A	328	
ef00236	II-A	-	
ef00237		533	
ef00238		1004	
ef00239		-	
ef00240	II-A	95	
ef00241		32	
ef00242		-	
ef00243		533	
ef00244	II-A	327	
ef00245	II-A	327	
ef00246		506	
ef00247	II-A	624	
ef00248		32	
ef00249		944	
ef00250		-	
ef00251		-	
ef00252		32	
ef00253		32	
ef00254		178	
ef00255	II-A	-	
ef00256		-	
ef00257		-	
ef00258		-	
ef00259		-	
ef00260		29	
ef00261		-	
ef00262		-	
ef00263		-	
ef00264		-	
ef00265	II-A	624	
ef00266	II-A	-	
ef00267		-	
ef00268		-	
ef00269		-	
ef00270		178	
ef00271		32	
ef00272		-	
ef00273		29	
ef00274		1242	
ef00275		29	
ef00276		-	
ef00277		-	
ef00278		1258	
ef00279		29	
ef00280		76	
ef00281		33	
ef00282	II-A	-	
ef00283		212	
ef00284		76	
ef00285		29	
ef00286		76	
ef00287		203	
ef00288		117	
ef00289		117	
ef00290		800	
ef00291		78	
ef00292		117	
ef00293		117	
ef00294		117	
ef00295		262	
ef00296		262	
ef00297		117	
ef00298		117	
ef00299		-	
ef00300		262	
ef00301		80	
ef00302		117	
ef00303		117	
ef00304		203	
ef00305		117	
ef00306		203	
ef00307		117	
ef00308		203	
ef00309		262	
ef00310		117	
ef00311		117	
ef00312		18	
ef00313		18	
ef00314		18	
ef00315	II-A	1451	
ef00316		-	
ef00317		612	
ef00318		18	
ef00319		664	
ef00320		-	
ef00321		1421	
ef00322		17	
ef00323		117	
ef00324		1421	
ef00325		117	
ef00326		117	
ef00327		117	
ef00328		80	
ef00329		1421	
ef00330		1421	
ef00331		-	
ef00332		17	
ef00333		17	
ef00334		18	
ef00335		17	
ef00336		1421	
ef00337		1421	
ef00338		80	
ef00339		203	
ef00340		203	
ef00341		-	
ef00342		1421	
ef00343		80	
ef00344		203	
ef00345		203	
ef00346		203	
ef00347		1421	
ef00348		1421	
ef00349		1421	
ef00350		203	
ef00351		1421	
ef00352		1421	
ef00353		203	
ef00354		-	
ef00355		80	
ef00356		1421	
ef00357		1421	
ef00358		-	
ef00359		203	
ef00360		18	
ef00361		18	
ef00362		412	
ef00363		18	
ef00364		412	
ef00365		412	
ef00366		412	
ef00367		412	
ef00368		412	
ef00369		412	
ef00370		412	
ef00371		412	
ef00372		412	
ef00373		412	
ef00374		18	
ef00375		203	
ef00376		18	
ef00377		18	
ef00378		18	
ef00379		18	
ef00380		18	
ef00381		17	
ef00382		18	
ef00383		17	
ef00384		412	
ef00385		18	
ef00386		412	
ef00387		412	
ef00388		18	
ef00389		412	
ef00390		412	
ef00391		412	
ef00392		412	
ef00393		17	
ef00394		18	
ef00395		17	
ef00396		412	
ef00397		18	
ef00398		18	
ef00399		18	
ef00400		412	
ef00401		18	
ef00402		18	
ef00403		18	
ef00404		736	
ef00405		412	
ef00406		412	
ef00407		412	
ef00408		203	
ef00409		412	
ef00410		736	
ef00411		736	
ef00412		736	
ef00413		203	
ef00414		203	
ef00415		18	
ef00416		203	
ef00417		203	
ef00418		203	
ef00419		412	
ef00420		203	
ef00421		664	
ef00422		203	
ef00423		736	
ef00424		203	
ef00425		203	
ef00426		736	
ef00427		18	
ef00428		736	
ef00429		203	
ef00430		203	
ef00431		203	
ef00432		203	
ef00433		736	
ef00434		18	
ef00435		203	
ef00436		-	
ef00437		203	
ef00438		203	
ef00439		203	
ef00440		203	
ef00441		203	
ef00442		203	
ef00443		-	
ef00444		178	
ef00445		80	
ef00446		796	
ef00447		796	
ef00448		796	
ef00449		796	
ef00450		796	
ef00451		203	
ef00452		341	
ef00453		341	
ef00454		555	
ef00455		203	
ef00456		341	
ef00457		341	
ef00458		555	
ef00459		555	
ef00460		341	
ef00461		341	
ef00462		341	
ef00463		341	
ef00464		341	
ef00465		555	
ef00466		341	
ef00467		341	
ef00468		341	
ef00469		555	
ef00470		203	
ef00471		555	
ef00472		555	
ef00473		555	
ef00474		555	
ef00475		341	
ef00476		555	
ef00477		341	
ef00478		555	
ef00479		555	
ef00480		203	
ef00481		555	
ef00482		341	
ef00483		555	
ef00484		341	
ef00485		17	
ef00486		17	
ef00487		17	
ef00488		796	
ef00489		80	
ef00490		796	
ef00491		796	
ef00492		555	
ef00493		17	
ef00494		17	
ef00495		203	
ef00496		192	
ef00497		796	
ef00498		203	
ef00499		796	
ef00500		341	
ef00501		341	
ef00502		203	
ef00503		796	
ef00504		17	
ef00505		17	
ef00506		17	
ef00507		17	
ef00508		555	
ef00509		555	
ef00510		341	
ef00511		555	
ef00512		555	
ef00513		341	
ef00514		555	
ef00515		341	
ef00516		203	
ef00517		555	
ef00518		555	
ef00519		555	
ef00520		555	
ef00521		555	
ef00522		555	
ef00523		-	
ef00524		555	
ef00525		203	
ef00526		-	
ef00527		555	
ef00528		341	
ef00529		555	
ef00530		555	
ef00531		555	
ef00532		555	
ef00533		555	
ef00534		555	
ef00535		555	
ef00536		555	
ef00537		555	
ef00538		555	
ef00539		555	
ef00540		555	
ef00541		203	
ef00542		555	
ef00543		203	
ef00544		555	
ef00545		555	
ef00546		555	
ef00547		555	
ef00548		80	
ef00549		555	
ef00550		80	
ef00551		-	
ef00552		555	
ef00553		80	
ef00554		555	
ef00555		555	
ef00556		555	
ef00557		80	
ef00558		203	
ef00559		555	
ef00560		555	
ef00561		555	
ef00562		555	
ef00563		555	
ef00564		555	
ef00565		203	
ef00566		80	
ef00567		555	
ef00568		80	
ef00569		80	
ef00570		80	
ef00571		80	
ef00572		80	
ef00573		80	
ef00574		80	
ef00575		203	
ef00576		80	
ef00577		18	
ef00578		80	
ef00579		80	
ef00580		80	
ef00581		80	
ef00582		80	
ef00583		80	
ef00584		17	
ef00585		80	
ef00586		80	
ef00587		80	
ef00588		203	
ef00589		80	
ef00590		80	
ef00591		80	
ef00592		555	
ef00593		80	
ef00594		80	
ef00595		80	
ef00596		80	
ef00597		80	
ef00598		80	
ef00599		203	
ef00600		555	
ef00601		80	
ef00602		80	
ef00603		80	
ef00604		80	
ef00605		80	
ef00606		18	
ef00607		555	
ef00608		80	
ef00609		203	
ef00610		18	
ef00611		80	
ef00612		18	
ef00613		18	
ef00614		18	
ef00615		203	
ef00616		80	
ef00617		18	
ef00618		203	
ef00619		18	
ef00620		203	
ef00621		18	
ef00622		18	
ef00623		203	
ef00624		203	
ef00625		203	
ef00626		203	
ef00627		203	
ef00628		203	
ef00629		203	
ef00630		203	
ef00631		203	
ef00632		203	
ef00633		203	
ef00634		203	
ef00635		78	
ef00636		203	
ef00637		78	
ef00638		18	
ef00639		18	
ef00640		78	
ef00641		18	
ef00642		18	
ef00643		203	
ef00644		78	ambiguous
ef00645		203	
ef00646		78	
ef00647		18	
ef00648		78	
ef00649		203	
ef00650		203	
ef00651		203	
ef00652		78	
ef00653		18	
ef00654		18	
ef00655		78	
ef00656		78	
ef00657		18	
ef00658		78	
ef00659		78	
ef00660		18	
ef00661		203	
ef00662		78	
ef00663		203	
ef00664		18	
ef00665		78	
ef00666		18	
ef00667		203	
ef00668		78	
ef00669		78	
ef00670		78	
ef00671		78	
ef00672		203	
ef00673		78	
ef00674		78	
ef00675		78	
ef00676		78	
ef00677		78	
ef00678		78	ambiguous
ef00679		203	
ef00680		203	
ef00681		-	
ef00682		78	
ef00683		203	
ef00684		203	
ef00685		78	ambiguous
ef00686		203	
ef00687		203	
ef00688		203	
ef00689		78	
ef00690		78	
ef00691		78	
ef00692		78	
ef00693		203	
ef00694		203	
ef00695		-	
ef00696		203	
ef00697		78	
ef00698		203	
ef00699		78	ambiguous
ef00700		203	
ef00701		203	
ef00702		78	
ef00703		341	
ef00704		78	
ef00705		78	ambiguous
ef00706		341	
ef00707		78	
ef00708		203	
ef00709		203	
ef00710		341	
ef00711		203	
ef00712		203	
ef00713		341	
ef00714		555	
ef00715		341	
ef00716		341	
ef00717		341	
ef00718		341	
ef00719		341	
ef00720		341	
ef00721		341	
ef00722		341	
ef00723		341	
ef00724		-	
ef00725	II-A	-	
ef00726		664	
ef00727		17	
ef00728		17	
ef00729		17	
ef00730		17	
ef00731		168	
ef00732		78	
ef00733		17	
ef00734		1421	
ef00735		17	
ef00736		1421	
ef00737		1421	
ef00738		1421	
ef00739		1421	
ef00740		1421	
ef00741		1421	
ef00742		1421	
ef00743		1421	
ef00744		1421	
ef00745		273	
ef00746		117	
ef00747		1421	
ef00748		1421	
ef00749		1421	
ef00750		1421	
ef00751		1421	
ef00752		1421	
ef00753		1421	
ef00754		1421	
ef00755		1421	
ef00756		1421	
ef00757		1421	
ef00758		1421	
ef00759		1421	
ef00760		1421	
ef00761		1421	
ef00762		1421	
ef00763		117	
ef00764		78	
ef00765		1421	
ef00766		117	
ef00767		1421	
ef00768		117	
ef00769		80	
ef00770		117	
ef00771		117	
ef00772		1421	
ef00773		1421	
ef00774		117	
ef00775		117	
ef00776		117	
ef00777		1421	
ef00778		1421	
ef00779		1421	
ef00780		1421	
ef00781		1421	
ef00782		80	
ef00783		1421	
ef00784		1421	
ef00785		80	
ef00786		1421	
ef00787		1421	
ef00788		1421	
ef00789		1421	
ef00790		203	
ef00791		1421	
ef00792		262	
ef00793		1421	
ef00794		262	
ef00795		117	
ef00796		80	
ef00797		117	
ef00798		117	
ef00799		117	
ef00800		117	
ef00801		117	
ef00802		117	
ef00803		80	
ef00804		80	
ef00805		78	
ef00806		17	
ef00807		203	
ef00808		117	
ef00809		117	
ef00810		80	
ef00811		117	
ef00812		17	
ef00813		117	
ef00814		117	
ef00815		117	
ef00816		203	
ef00817		117	
ef00818		117	
ef00819		262	
ef00820		78	
ef00821		117	
ef00822		117	
ef00823		80	
ef00824		203	
ef00825		117	
ef00826		78	
ef00827		192	
ef00828		80	
ef00829		117	
ef00830		721	
ef00831		117	
ef00832		117	
ef00833		262	
ef00834		262	
ef00835		80	ambiguous
ef00836		-	
ef00837		117	
ef00838		117	
ef00839		117	
ef00840		192	
ef00841		117	
ef00842		117	
ef00843		80	
ef00844		117	
ef00845		117	
ef00846		117	
ef00847		192	
ef00848		117	
ef00849		192	
ef00850		117	
ef00851		117	
ef00852		117	
ef00853		564	
ef00854		192	
ef00855		117	
ef00856		117	
ef00857		117	
ef00858		117	
ef00859		18	
ef00860		117	
ef00861		80	
ef00862		117	
ef00863		117	
ef00864		117	
ef00865		117	
ef00866		117	
ef00867		17	
ef00868		192	
ef00869		117	
ef00870		117	
ef00871		117	
ef00872		117	
ef00873		117	
ef00874		117	
ef00875		192	
ef00876		80	
ef00877		117	
ef00878		117	
ef00879		117	
ef00880		117	
ef00881		192	
ef00882		80	
ef00883		117	
ef00884		203	
ef00885		117	
ef00886		117	
ef00887		117	
ef00888		80	
ef00889		-	
ef00890		192	
ef00891		78	
ef00892		117	
ef00893		117	
ef00894		117	
ef00895		78	
ef00896		117	
ef00897		117	
ef00898		117	
ef00899		117	
ef00900		117	
ef00901		117	
ef00902		117	
ef00903		280	
ef00904		117	
ef00905		117	
ef00906		117	
ef00907		117	
ef00908		117	
ef00909		117	
ef00910		117	
ef00911		192	
ef00912		117	
ef00913		117	
ef00914		117	
ef00915		117	
ef00916		117	
ef00917		80	
ef00918		117	
ef00919		117	
ef00920		117	
ef00921		117	
ef00922		117	
ef00923		780	
ef00924		192	
ef00925		117	
ef00926		117	
ef00927		117	
ef00928		78	
ef00929		117	
ef00930		117	
ef00931		117	
ef00932		117	
ef00933		117	
ef00934		117	
ef00935		564	
ef00936		117	
ef00937		117	
ef00938		117	
ef00939		117	
ef00940		1421	
ef00941		1421	
ef00942		117	
ef00943		1421	
ef00944		78	
ef00945		1421	
ef00946		779	
ef00947		203	
ef00948		1421	
ef00949		1424	
ef00950		80	
ef00951		80	
ef00952		796	
ef00953		1421	
ef00954		612	
ef00955		80	
ef00956		1421	
ef00957		80	
ef00958		796	
ef00959		80	
ef00960		1421	
ef00961	II-A	-	
ef00962		80	
ef00963		80	
ef00964		80	
ef00965		796	
ef00966		796	
ef00967		80	
ef00968		796	
ef00969		796	
ef00970		17	
ef00971		1421	
ef00972		796	
ef00973		1421	
ef00974		796	
ef00975		80	
ef00976		796	
ef00977		1421	
ef00978		796	
ef00979		80	
ef00980		17	
ef00981		192	
ef00982		796	
ef00983		796	
ef00984		80	
ef00985		192	
ef00986		796	
ef00987		1421	
ef00988		203	
ef00989		80	
ef00990		203	
ef00991		796	
ef00992		1421	
ef00993		1421	
ef00994		203	
ef00995		203	
ef00996		1421	
ef00997		796	
ef00998		796	
ef00999		80	
ef01000		796	
ef01001		17	
ef01002		17	
ef01003		796	
ef01004		266	
ef01005		203	
ef01006		796	
ef01007		796	
ef01008		17	
ef01009		1421	
ef01010		-	
ef01011		796	
ef01012		203	
ef01013		80	
ef01014		796	
ef01015		203	
ef01016		80	
ef01017		994	
ef01018		796	
ef01019		203	
ef01020		192	
ef01021		203	
ef01022		80	
ef01023		1421	
ef01024		796	
ef01025		796	
ef01026		17	
ef01027		796	
ef01028		796	
ef01029		17	
ef01030		80	
ef01031		17	
ef01032		796	
ef01033		796	
ef01034		1423	
ef01035		796	
ef01036		796	
ef01037		796	
ef01038		80	
ef01039		1421	
ef01040		796	
ef01041		117	
ef01042		796	
ef01043		80	
ef01044		17	
ef01045		17	
ef01046		80	
ef01047		18	
ef01048		17	
ef01049		796	
ef01050		78	
ef01051		203	
ef01052		17	
ef01053		78	
ef01054		17	
ef01055		78	
ef01056		78	
ef01057		192	
ef01058		796	
ef01059		796	
ef01060		555	
ef01061		80	
ef01062		555	
ef01063		262	
ef01064		-	
ef01065		555	
ef01066		555	
ef01067		203	
ef01068		262	
ef01069		1429	
ef01070		555	
ef01071		262	
ef01072		17	
ef01073		17	
ef01074		17	
ef01075		80	
ef01076		203	
ef01077		203	
ef01078		555	
ef01079		210	
ef01080		555	
ef01081		555	
ef01082		1421	
ef01083		555	
ef01084		555	
ef01085		203	
ef01086		796	
ef01087		17	
ef01088		555	
ef01089		17	
ef01090		555	
ef01091		17	
ef01092		555	
ef01093		1421	
ef01094		555	
ef01095		262	
ef01096		555	
ef01097		262	
ef01098		262	
ef01099		1421	
ef01100		555	
ef01101		555	
ef01102		555	
ef01103		17	
ef01104		80	
ef01105		555	
ef01106		1424	
ef01107		80	
ef01108		203	
ef01109		555	
ef01110		1424	
ef01111		17	
ef01112		17	
ef01113		17	
ef01114		80	
ef01115		203	
ef01116		17	
ef01117		17	
ef01118		17	
ef01119		17	
ef01120		555	
ef01121		17	
ef01122		80	
ef01123		555	
ef01124		555	
ef01125		117	
ef01126		80	
ef01127		1421	
ef01128		17	
ef01129		555	
ef01130		555	
ef01131		17	
ef01132		17	
ef01133		17	
ef01134		555	
ef01135		117	
ef01136		78	
ef01137		1421	
ef01138		1421	
ef01139		1421	
ef01140		1421	
ef01141		1424	
ef01142		1424	
ef01143		1424	
ef01144		1422	
ef01145		1424	
ef01146		1421	
ef01147		1421	
ef01148		18	
ef01149		-	
ef01150		80	
ef01151		1422	
ef01152		1421	
ef01153		1421	
ef01154		1421	
ef01155		203	
ef01156		78	
ef01157		80	
ef01158		1421	
ef01159		-	
ef01160		17	
ef01161		1421	
ef01162		1424	
ef01163		796	
ef01164		855	
ef01165		17	
ef01166		1424	
ef01167		1424	
ef01168		18	
ef01169		-	
ef01170		796	
ef01171		796	
ef01172		796	
ef01173		80	
ef01174		1421	
ef01175		1421	
ef01176		1421	
ef01177		-	
ef01178		1421	
ef01179		80	
ef01180		796	
ef01181		555	
ef01182		192	
ef01183		1421	
ef01184		203	
ef01185		17	
ef01186		1424	
ef01187		17	
ef01188		1421	
ef01189		555	
ef01190		80	
ef01191		1421	
ef01192		80	
ef01193		17	
ef01194		203	
ef01195		555	
ef01196		796	
ef01197		80	
ef01198		1424	
ef01199		796	
ef01200		1421	
ef01201		80	
ef01202		192	
ef01203		1421	
ef01204		1422	
ef01205		78	
ef01206		1424	
ef01207		-	
ef01208		1424	
ef01209		78	
ef01210		1421	
ef01211		117	
ef01212		1421	
ef01213		1421	
ef01214		1421	
ef01215		1421	
ef01216		17	
ef01217		1424	
ef01218		1421	
ef01219		203	
ef01220		796	
ef01221		796	
ef01222		203	
ef01223		796	
ef01224		796	
ef01225		78	
ef01226		796	
ef01227		203	
ef01228		192	
ef01229		192	
ef01230		796	
ef01231		18	
ef01232		796	
ef01233		796	
ef01234		203	
ef01235		266	
ef01236		203	
ef01237		262	
ef01238		203	
ef01239		1421	
ef01240		796	
ef01241		796	
ef01242		796	
ef01243		796	
ef01244		796	
ef01245		796	
ef01246		414	
ef01247		796	
ef01248		555	
ef01249		796	
ef01250		796	
ef01251		796	
ef01252		796	
ef01253		203	
ef01254		203	
ef01255		78	
ef01256		796	
ef01257		796	
ef01258		203	
ef01259		78	
ef01260		117	
ef01261		78	
ef01262		262	
ef01263		555	
ef01264		796	
ef01265		555	
ef01266		17	
ef01267		80	
ef01268		796	
ef01269		203	
ef01270		555	
ef01271		78	
ef01272		203	
ef01273		78	
ef01274		555	
ef01275		262	
ef01276		78	
ef01277		555	
ef01278		78	
ef01279		555	
ef01280		203	
ef01281		203	
ef01282		262	
ef01283		203	
ef01284		555	
ef01285		17	
ef01286	II-A	874	
ef01287		555	
ef01288		1421	
ef01289		796	
ef01290		117	
ef01291		555	
ef01292		555	
ef01293		117	
ef01294		78	
ef01295		80	
ef01296		555	
ef01297		203	
ef01298		555	
ef01299		78	
ef01300		17	
ef01301		555	
ef01302		203	
ef01303		17	
ef01304		203	
ef01305		555	
ef01306		555	
ef01307		555	
ef01308		203	
ef01309		17	
ef01310		555	
ef01311		555	
ef01312		555	
ef01313		55	
ef01314		203	
ef01315		555	
ef01316		555	
ef01317		17	
ef01318		1421	
ef01319		262	
ef01320		796	
ef01321		555	
ef01322		262	
ef01323		262	
ef01324		80	
ef01325		262	
ef01326		80	
ef01327		80	
ef01328		1421	
ef01329		796	
ef01330		1421	
ef01331		555	
ef01332		17	
ef01333		262	
ef01334		555	
ef01335		555	
ef01336		555	
ef01337		555	
ef01338		203	
ef01339		203	
ef01340		555	
ef01341		17	
ef01342		555	
ef01343		18	
ef01344		203	
ef01345		555	
ef01346		555	
ef01347		555	
ef01348		555	
ef01349		555	
ef01350		341	
ef01351		555	
ef01352		17	
ef01353		117	
ef01354		203	
ef01355		18	
ef01356		555	
ef01357		78	
ef01358		18	
ef01359		17	
ef01360		80	
ef01361		203	
ef01362		555	
ef01363		555	
ef01364		1424	
ef01365		78	
ef01366		1421	
ef01367		80	
ef01368		80	
ef01369		1421	
ef01370		1421	
ef01371		1421	
ef01372		80	
ef01373		17	
ef01374		1421	
ef01375		789	
ef01376		78	
ef01377		78	
ef01378		80	
ef01379		78	
ef01380		1421	
ef01381		203	
ef01382		78	
ef01383		203	
ef01384		1421	
ef01385		1421	
ef01386		78	
ef01387		18	
ef01388		1421	
ef01389		203	
ef01390		1421	
ef01391		1424	
ef01392		1421	
ef01393		17	
ef01394		1421	
ef01395		1421	
ef01396		1421	
ef01397		78	
ef01398		80	
ef01399		1421	
ef01400		203	
ef01401		80	
ef01402		1421	
ef01403		1421	
ef01404		1421	
ef01405		1421	
ef01406		1421	
ef01407		1421	
ef01408		17	
ef01409		1421	
ef01410		203	
ef01411		1421	
ef01412		117	
ef01413		203	
ef01414		1421	
ef01415		1421	
ef01416		341	
ef01417		1421	
ef01418		80	
ef01419		80	
ef01420		117	
ef01421		1421	
ef01422		1421	
ef01423		78	
ef01424		1421	
ef01425		1421	
ef01426		1421	
ef01427		1421	
ef01428		1421	
ef01429		80	
ef01430		1421	
ef01431		80	
ef01432		796	
ef01433		1424	
ef01434		796	
ef01435		117	
ef01436		796	
ef01437		796	
ef01438		1421	
ef01439		796	
ef01440		796	
ef01441		796	
ef01442		796	
ef01443		17	
ef01444		796	
ef01445		796	
ef01446		80	
ef01447		1421	
ef01448		192	
ef01449		796	
ef01450		1421	
ef01451		796	
ef01452		117	
ef01453		192	
ef01454		796	
ef01455		796	
ef01456		796	
ef01457		796	
ef01458		80	
ef01459		796	
ef01460		796	
ef01461		796	
ef01462		796	
ef01463		203	
ef01464		17	
ef01465		17	
ef01466		796	
ef01467		796	
ef01468		80	
ef01469		80	
ef01470		80	
ef01471		796	
ef01472		796	
ef01473		1424	
ef01474		796	
ef01475		796	
ef01476		796	
ef01477		796	
ef01478		1421	
ef01479		796	
ef01480		192	
ef01481		80	
ef01482		-	
ef01483		1421	
ef01484		796	
ef01485		1424	
ef01486		1421	
ef01487		1424	
ef01488		203	
ef01489		17	
ef01490		1421	
ef01491		1424	
ef01492		1424	
ef01493		1422	
ef01494		1424	
ef01495		1421	
ef01496		1424	
ef01497		1424	
ef01498		80	
ef01499		18	
ef01500		1421	
ef01501		1424	
ef01502		1422	
ef01503		1424	
ef01504		22	
ef01505		796	
ef01506		80	
ef01507		555	
ef01508		1421	
ef01509		796	
ef01510		796	
ef01511		796	
ef01512		80	
ef01513		796	
ef01514		192	
ef01515		1421	
ef01516		80	
ef01517		796	
ef01518		192	
ef01519		80	
ef01520		796	
ef01521		1421	
ef01522		1421	
ef01523		1421	
ef01524		1424	
ef01525		1424	
ef01526		80	
ef01527		17	
ef01528		1421	
ef01529		1421	
ef01530		168	
ef01531		80	
ef01532		17	
ef01533		1424	
ef01534		1421	
ef01535		80	
ef01536		1424	
ef01537		1424	
ef01538		80	
ef01539	II-A	-	
ef01540		555	
ef01541		1424	
ef01542		796	
ef01543		1421	
ef01544		203	
ef01545		-	
ef01546		1421	
ef01547		796	
ef01548		-	
ef01549		80	
ef01550		203	
ef01551		1421	
ef01552		796	
ef01553		18	
ef01554		1421	
ef01555		80	
ef01556		17	
ef01557		796	
ef01558		796	
ef01559		796	
ef01560		80	
ef01561		17	
ef01562		796	
ef01563		80	
ef01564		796	
ef01565		1421	
ef01566		796	
ef01567		555	
ef01568		233	
ef01569		1421	
ef01570		80	
ef01571		17	
ef01572		555	
ef01573		80	
ef01574		17	
ef01575		80	
ef01576		17	
ef01577		796	
ef01578		80	
ef01579		796	
ef01580		18	
ef01581		17	
ef01582		796	
ef01583		796	
ef01584		555	
ef01585		1424	
ef01586		18	
ef01587		796	
ef01588		1421	
ef01589		203	
ef01590		1424	
ef01591		17	
ef01592		1421	
ef01593		1421	
ef01594		796	
ef01595		1424	
ef01596		80	
ef01597		1421	
ef01598		796	
ef01599		796	
ef01600		1421	
ef01601		796	
ef01602		80	
ef01603		17	
ef01604		1421	
ef01605		612	
ef01606		80	
ef01607		80	
ef01608		796	
ef01609		80	
ef01610		203	
ef01611		192	
ef01612		796	
ef01613		796	
ef01614		796	
ef01615		80	
ef01616		1429	
ef01617		203	
ef01618		796	
ef01619		17	
ef01620		1421	
ef01621		52	
ef01622		252	
ef01623		796	
ef01624		80	
ef01625		17	
ef01626		796	
ef01627		17	
ef01628		17	
ef01629		796	
ef01630		17	
ef01631		203	
ef01632		796	
ef01633		19	
ef01634		1421	
ef01635		796	
ef01636		1421	
ef01637		18	
ef01638		796	
ef01639		796	
ef01640		796	
ef01641		1421	
ef01642		796	
ef01643		796	
ef01644		17	
ef01645		796	
ef01646		796	
ef01647		1423	
ef01648		203	
ef01649		80	
ef01650		796	
ef01651		18	
ef01652		17	
ef01653		1424	
ef01654		1421	
ef01655		78	
ef01656		17	
ef01657		17	
ef01658		203	
ef01659		-	
ef01660		80	
ef01661		78	
ef01662		17	
ef01663		17	
ef01664		78	
ef01665		80	
ef01666		17	
ef01667		1424	
ef01668		555	
ef01669		78	
ef01670		17	
ef01671		17	
ef01672		17	
ef01673		262	
ef01674		17	
ef01675		17	
ef01676		-	
ef01677		-	
ef01678		17	
ef01679		546	
ef01680		17	
ef01681		17	
ef01682		17	
ef01683		555	
ef01684		18	
ef01685		555	
ef01686		1421	
ef01687		-	
ef01688		-	
ef01689		555	
ef01690		555	
ef01691		17	
ef01692		555	
ef01693		18	
ef01694		1424	
