ID	CRISPRtype	MLST	Ambiguous
pa00398		2552	
pa00399		27	
pa00400	I-F	244	
pa00401		815	
pa00402	I-F	274	
pa00403		-	ambiguous
pa00404	I-F	253	
pa00405	I-F	253	
pa00406	IV-A1	-	
pa00407		959	ambiguous
pa00408	I-F	1247	
pa00409	I-F	556	
pa00410		-	
pa00411		1197	
pa00412	I-E	2012	
pa00413		381	
pa00414	I-F	1247	
pa00415		207	ambiguous
pa00416	I-F	17	
pa00417	I-F	244	
pa00418	I-E	198	
pa00419	I-F	-	
pa00420		277	
pa00421		-	
pa00422	I-F	845	
pa00423		111	
pa00424	I-F	16	
pa00425		-	ambiguous
pa00426		27	
pa00427		27	
pa00428	I-F	-	
pa00429	I-F	253	
pa00430	I-F	-	
pa00431		270	
pa00432		27	
pa00433	I-F	253	
pa00434	I-F,IV-A1	253	
pa00435	IV-A1,I-F	253	
pa00436		-	ambiguous
pa00437	I-F	285	
pa00438		699	
pa00439	I-F	901	
pa00440		266	ambiguous
pa00441	I-F	285	
pa00442		348	ambiguous
pa00443	I-F	2572	
pa00444		499	ambiguous
pa00445	I-F	439	
pa00446		499	
pa00447	I-F	439	
pa00448		-	
pa00449		-	
pa00450		-	ambiguous
pa00451	I-F	244	
pa00452		485	ambiguous
pa00453	I-F,I-C	-	
pa00454		-	ambiguous
pa00455		1480	ambiguous
pa00456		447	
pa00457	I-F	244	
pa00458		308	ambiguous
pa00459		179	
pa00460		312	ambiguous
pa00461		-	
pa00462		446	
pa00463	I-F	-	
pa00464	I-F	244	
pa00465	I-F	-	
pa00466	I-F	253	
pa00467	I-E	1750	
pa00468	I-F	253	
pa00469		875	ambiguous
pa00470	I-C	-	
pa00471		179	
pa00472		-	ambiguous
pa00473	I-F	244	
pa00474	I-E	2629	
pa00475	I-E	303	
pa00476		282	
pa00477	I-F	2570	
pa00478		499	ambiguous
pa00479		309	
pa00480	I-F	244	
pa00481	I-F	-	
pa00482		27	
pa00483		966	
pa00484	I-F	253	
pa00485		499	ambiguous
pa00486		253	
pa00487	I-F	274	
pa00488	I-F	2167	
pa00489		988	ambiguous
pa00490		179	
pa00491	I-E	-	
pa00492		245	ambiguous
pa00493		1218	
pa00494		308	ambiguous
pa00495		111	
pa00496	I-F	253	
pa00497	IV-A1	348	
pa00498		282	ambiguous
pa00499		27	
pa00500	I-F	274	
pa00501	I-F,I-E	212	
pa00502		316	
pa00503	I-F	17	
pa00504	I-E	2828	
pa00505	I-F	-	
pa00506	IV-A1	-	
pa00507		179	
pa00508		-	
pa00509	I-E	983	
pa00510	I-E	-	
pa00511	I-E	273	
pa00512	I-F	244	
pa00513		12	
pa00514		348	ambiguous
pa00515	I-E	395	
pa00516	I-C	1159	
pa00517		27	
pa00518	I-F	1068	
pa00519		1197	
pa00520		-	
pa00521		-	
pa00522		207	ambiguous
pa00523		891	
pa00524		179	
pa00525		179	
pa00526		179	
pa00527		1197	
pa00528		27	
pa00529	I-F	556	
pa00530		313	
pa00531		891	
pa00532		155	
pa00533		296	ambiguous
pa00534		296	ambiguous
pa00535		1339	
pa00536	I-E	-	
pa00537	I-F	612	
pa00538		2184	ambiguous
pa00539		381	
pa00540		390	
pa00541		447	
pa00542	I-E	1215	
pa00543		-	
pa00544		381	
pa00545		381	
pa00546		446	
pa00547		463	
pa00548	I-F,I-C	275	
pa00549		1567	
pa00550		671	
pa00551		-	
pa00552	I-C,I-F	-	
pa00553		-	ambiguous
pa00554		316	
pa00555		1029	
pa00556		1029	
pa00557	I-F	2023	
pa00558	I-F	17	
pa00559		179	
pa00560		-	ambiguous
pa00561		298	
pa00562		179	
pa00563	I-E,I-F	212	
pa00564	I-C	-	
pa00565	I-F	2877	
pa00566	I-F	253	
pa00567		155	
pa00568	I-F	253	
pa00569	I-F	253	
pa00570	I-E	395	
pa00571		412	
pa00572		412	
pa00573		309	
pa00574		412	
pa00575		2620	ambiguous
pa00576		389	ambiguous
pa00577		875	ambiguous
pa00578		179	
pa00579	I-C,I-E	1714	
pa00580	I-F	232	
pa00581	I-F	253	
pa00582		381	
pa00583	I-F	253	
pa00584		111	
pa00585		1027	
pa00586		260	ambiguous
pa00587		175	ambiguous
pa00588	I-F	253	
pa00589		446	ambiguous
pa00590		2587	ambiguous
pa00591		27	
pa00592	I-F	-	
pa00593		27	
pa00594		348	ambiguous
pa00595		27	
pa00596		381	
pa00597		179	
pa00598	I-F	1119	
pa00599	I-F	2556	
pa00600		2060	
pa00601	IV-A1	463	
pa00602		564	ambiguous
pa00603	I-F	471	
pa00604		27	
pa00605		-	ambiguous
pa00606		27	
pa00607	I-F	17	
pa00608	I-F	2432	
pa00609		-	
pa00610	I-E	2708	
pa00611	I-F	-	
pa00612	I-F	439	
pa00613	I-C	3005	
pa00614		179	
pa00615	I-F	2851	
pa00616		-	
pa00617		348	ambiguous
pa00618	I-F	2877	
pa00619	I-F	241	
pa00620	I-F	17	
pa00621	I-F	253	
pa00622	I-F	244	
pa00623	I-F	-	
pa00624		164	ambiguous
pa00625		179	
pa00626	I-F	2877	
pa00627	I-F	253	
pa00628	I-E	903	
pa00629		209	ambiguous
pa00630		-	ambiguous
pa00631	I-F	-	
pa00632	I-F,I-C	267	
pa00633	IV-A1,I-F	-	
pa00634	I-F	569	
pa00635	I-F	244	
pa00636		-	
pa00637	I-F	1638	
pa00638		1244	
pa00639		-	
pa00640		794	
pa00641	I-F	274	
pa00642		179	
pa00643		282	ambiguous
pa00644	I-F	645	
pa00645		-	ambiguous
pa00646	I-F	241	
pa00647	I-E	198	
pa00648		-	ambiguous
pa00649		348	ambiguous
pa00650	I-F,I-E	-	
pa00651		-	ambiguous
pa00652	I-F	-	
pa00653	I-F	-	
pa00654	I-F	-	
pa00655	I-F	-	
pa00656	I-C	-	
pa00657		-	ambiguous
pa00658		-	
pa00659		-	
pa00660		-	
pa00661	I-F	-	
pa00662	I-F	-	
pa00663	I-F	-	
pa00664	I-F	635	
pa00665	I-E	-	
pa00666	I-F	-	
pa00667		-	ambiguous
pa00668		348	ambiguous
pa00669	I-E	-	
pa00670	I-F	-	
pa00671	I-C,I-F	-	
pa00672	I-F	2211	
pa00673		-	ambiguous
pa00674	I-C	3005	
pa00675		389	ambiguous
pa00676		-	
pa00677	I-F	709	
pa00678	I-F	709	
pa00679		308	ambiguous
pa00680	I-F	261	
pa00681		885	
pa00682	I-F	253	
pa00683	I-C	-	
pa00684	IV-A2	-	
pa00685		111	
pa00686	I-E	395	
pa00687	I-F	253	
pa00688		179	
pa00689		485	ambiguous
pa00690	I-F	2925	
pa00691	I-F,I-E	252	
pa00692	I-F	17	
pa00693	I-F	-	
pa00694	I-E	395	
pa00695	I-F	17	
pa00696		27	
pa00697	IV-A1	179	
pa00698		27	
pa00699	I-C	258	
pa00700		27	
pa00701	I-C	258	
pa00702	I-F	17	
pa00703		560	ambiguous
pa00704		816	
pa00705		296	ambiguous
pa00706		-	ambiguous
pa00707		296	ambiguous
pa00708	I-E	111	
pa00709	I-F	612	
pa00710	I-F	261	
pa00711		179	
pa00712		446	
pa00713	I-F	253	
pa00714		309	
pa00715		2555	
pa00716		2555	
pa00717		179	
pa00718	I-E	395	
pa00719	I-E	-	
pa00720	I-F	-	
pa00721		-	
pa00722	I-F	2676	
pa00723		-	
pa00724	I-F	2123	
pa00725		-	
pa00726	I-F	1158	
pa00727	I-F	-	
pa00728	I-E	198	
pa00729		179	
pa00730	IV-A1	1203	
pa00731	I-E	198	
pa00732	I-C,I-F	242	
pa00733		296	ambiguous
pa00734		296	ambiguous
pa00735		-	
pa00736		-	
pa00737	I-C,I-F	1712	
pa00738	I-F	253	
pa00739	I-F,I-C	-	
pa00740	I-C,I-F	1712	
pa00741	I-F	612	
pa00742	I-F	17	
pa00743	I-F,I-C	242	
pa00744		-	
pa00745		-	
pa00746		-	
pa00747	I-C,I-F	-	
pa00748		527	
pa00749		-	
pa00750	I-F	17	
pa00751		-	
pa00752		-	
pa00753		277	
pa00754		381	ambiguous
pa00755		381	ambiguous
pa00756	I-E	941	
pa00757	I-C	500	
pa00758		390	
pa00759	I-C	500	
pa00760		815	
pa00761		245	ambiguous
pa00762	I-F	244	
pa00763		446	
pa00764		-	ambiguous
pa00765		1636	
pa00766	I-E	395	
pa00767		447	
pa00768	I-E	641	
pa00769	I-F	-	
pa00770	I-F	262	
pa00771	I-E	198	
pa00772		560	ambiguous
pa00773		-	
pa00774	I-F	253	
pa00775		-	
pa00776		207	ambiguous
pa00777	I-F	2241	
pa00778	I-F	2024	
pa00779	I-F	-	
pa00780	I-F	253	
pa00781		381	ambiguous
pa00782	I-C,I-F	-	
pa00783	I-F	845	
pa00784		1229	
pa00785		27	
pa00786	I-F	-	
pa00787	I-E	641	
pa00788		1244	
pa00789	I-E	641	
pa00790	I-F	253	
pa00791	I-F	226	
pa00792	I-F	1601	
pa00793	I-F	2851	
pa00794		313	
pa00795	I-F	226	
pa00796	I-E,I-F	-	
pa00797	I-C	2699	
pa00798		111	
pa00799	I-F	17	
pa00800	I-F	17	
pa00801		111	
pa00802		389	ambiguous
pa00803	I-F	2148	
pa00804		1705	
pa00805		1129	
pa00806	I-F	1601	
pa00807	I-F	900	
pa00808	I-F	244	
pa00809	I-F	253	
pa00810	I-F	557	
pa00811	I-F	244	
pa00812	I-E	-	
pa00813	I-F	569	
pa00814		2475	ambiguous
pa00815		390	
pa00816	I-C	385	
pa00817		1085	
pa00818	I-E	111	
pa00819		27	
pa00820		-	
pa00821	I-F,I-E	252	
pa00822	I-F	17	
pa00823	I-F	-	
pa00824		245	
pa00825	I-F	-	
pa00826		562	
pa00827	I-E	198	
pa00828	I-F	-	
pa00829	I-E	395	
pa00830	I-E	532	
pa00831		111	
pa00832		-	
pa00833		499	ambiguous
pa00834	I-F	244	
pa00835	I-F	274	
pa00836	I-F	357	
pa00837	I-F	-	
pa00838		27	
pa00839		245	
pa00840	I-E	991	
pa00841		-	
pa00842		3002	
pa00843	IV-A1,I-F	2023	
pa00844		309	
pa00845		179	
pa00846		27	
pa00847		175	ambiguous
pa00848	I-C,I-F	487	
pa00849	I-F	-	
pa00850	I-F	-	
pa00851	I-E	395	
pa00852	I-F	845	
pa00853		2475	ambiguous
pa00854		623	
pa00855		282	ambiguous
pa00856		179	
pa00857	I-F	439	
pa00858		348	ambiguous
pa00859	I-C	385	
pa00860		298	
pa00861		348	ambiguous
pa00862	I-C,I-F	-	
pa00863	I-F	253	
pa00864		245	ambiguous
pa00865		291	ambiguous
pa00866		1229	
pa00867		27	
pa00868		671	
pa00869	I-F	226	
pa00870		527	
pa00871	I-F	226	
pa00872	I-F	17	
pa00873		152	
pa00874	I-E	395	
pa00875	I-F	299	
pa00876	I-F	253	
pa00877	I-F	850	
pa00878	I-C,I-F	-	
pa00879		-	ambiguous
pa00880	I-C	2307	
pa00881	I-C	385	
pa00882		27	
pa00883	I-F	226	
pa00884	I-F	17	
pa00885		562	
pa00886		562	
pa00887	I-F	244	
pa00888	I-F	17	
pa00889		267	ambiguous
pa00890	I-F	612	
pa00891	I-F	2685	
pa00892	I-C,I-F	589	
pa00893	I-F	-	
pa00894	I-F	-	
pa00895	I-E	1285	
pa00896	I-F	-	
pa00897		27	
pa00898	I-E	-	
pa00899	IV-A1	111	
pa00900		1689	
pa00901		1218	
pa00902		155	
pa00903		2442	
pa00904	I-C	1596	
pa00905		267	ambiguous
pa00906	I-F	253	
pa00907	I-F	17	
pa00908	I-F,I-C	-	
pa00909		179	
pa00910	I-E	-	
pa00911	I-F	253	
pa00912		390	
pa00913	I-F	253	
pa00914		-	ambiguous
pa00915		312	ambiguous
pa00916		2642	ambiguous
pa00917	I-F	253	
pa00918	I-F	2339	
pa00919	I-F	226	
pa00920	I-F	261	
pa00921	I-C	500	
pa00922		390	
pa00923	I-F	2572	
pa00924	I-E	1285	
pa00925	I-F	845	
pa00926		348	ambiguous
pa00927	IV-A1	132	
pa00928	I-F,I-C	-	
pa00929	I-E	-	
pa00930		260	
pa00931		-	ambiguous
pa00932	I-F	232	
pa00933	I-E	2870	
pa00934	I-F	254	
pa00935		-	
pa00936		-	ambiguous
pa00937		-	ambiguous
pa00938		907	
pa00939		447	
pa00940		-	
pa00941		1403	ambiguous
pa00942	I-F	-	
pa00943		-	
pa00944		564	ambiguous
pa00945		-	
pa00946	I-F	253	
pa00947		-	ambiguous
pa00948		3006	ambiguous
pa00949		2059	
pa00950	I-F	253	
pa00951		2100	
pa00952	I-F	-	
pa00953	I-E,I-F	1094	
pa00954	I-E,I-F	252	
pa00955	I-F	253	
pa00956	I-F	2211	
pa00957		309	
pa00958		260	
pa00959		27	
pa00960	I-C	3005	
pa00961		348	ambiguous
pa00962		299	ambiguous
pa00963		485	ambiguous
pa00964		313	
pa00965	I-C	1248	
pa00966		390	
pa00967	I-F,I-C	589	
pa00968		27	
pa00969	I-E	198	
pa00970	I-E	1285	
pa00971		-	ambiguous
pa00972	I-E	941	
pa00973		2552	
pa00974	I-E	-	
pa00975	I-E	395	
pa00976		875	ambiguous
pa00977	I-F	-	
pa00978	I-F	253	
pa00979		27	
pa00980	I-E	-	
pa00981	I-F	299	
pa00982	I-F	253	
pa00983		27	
pa00984		27	
pa00985		2307	ambiguous
pa00986		308	ambiguous
pa00987		-	
pa00988		562	
pa00989		27	
pa00990	I-F	569	
pa00991	I-C	151	
pa00992	I-F	1601	
pa00993		606	
pa00994	I-F	-	
pa00995		390	
pa00996		816	
pa00997	I-E	697	
pa00998	I-E	319	
pa00999	I-F	244	
pa01001		111	
pa01002		1197	
pa01003		111	
pa01004		-	
pa01005		111	
pa01006	I-F	17	
pa01007		-	
pa01008	I-E	273	
pa01009	I-E	273	
pa01010	I-E,I-F	654	
pa01011		-	
pa01012		235	ambiguous
pa01013		111	
pa01014		111	
pa01015		111	
pa01016	I-F,I-E	654	
pa01017	I-E	273	
pa01018	I-E	273	
pa01019		-	
pa01020		111	
pa01021		111	
pa01022		-	ambiguous
pa01023		111	
pa01024		111	
pa01025	I-F	17	
pa01026		111	
pa01027		111	ambiguous
pa01028	I-E,I-F	654	
pa01029		655	ambiguous
pa01030		111	
pa01031		-	
pa01032	IV-A1	111	
pa01033	I-E	395	
pa01034	I-E	273	
pa01035		-	
pa01036		-	
pa01037	I-F	17	
pa01038	I-F	357	
pa01039		-	
pa01040		111	
pa01041		-	
pa01042		1567	
pa01043		-	
pa01044	I-E,I-F	654	
pa01045		111	
pa01046	I-E	273	
pa01047	I-E	273	
pa01048		-	ambiguous
pa01049		-	
pa01050	I-E,I-F	654	
pa01051		-	
pa01052	I-E	395	
pa01053	I-E	273	
pa01054	I-F,I-E	654	
pa01055	I-E	273	
pa01056	I-E	395	
pa01057		-	
pa01058		111	
pa01059		-	
pa01060		-	
pa01061		111	
pa01062		-	
pa01063	I-E	654	
pa01064		-	
pa01065	I-F,I-E	654	
pa01066		111	
pa01067		-	
pa01068		-	
pa01069	I-E	395	
pa01070		-	
pa01071		175	ambiguous
pa01072	I-E	273	
pa01073	IV-A1,I-E	273	
pa01074	I-E	273	
pa01075		-	
pa01076		-	
pa01077	I-F	17	
pa01078		111	
pa01079		-	
pa01080	I-F,I-E	654	
pa01081	I-F,I-E	654	
pa01082	I-E	273	
pa01083	I-F,I-E	654	
pa01084	I-F,I-E	654	
pa01085		111	ambiguous
pa01086		-	
pa01087	I-E	273	
pa01088	I-E	273	
pa01089		-	
pa01090		111	ambiguous
pa01091	I-E	273	
pa01092		-	
pa01093		-	
pa01094	I-F,I-E	654	
pa01095	I-F,I-E	654	
pa01096		-	ambiguous
pa01097		1567	
pa01098		175	ambiguous
pa01099	I-F	357	
pa01100		-	ambiguous
pa01101		-	
pa01102		-	
pa01103		-	ambiguous
pa01104		1567	
pa01105	I-E	273	
pa01106		111	
pa01107		-	
pa01108	I-E	273	
pa01109	I-E	273	
pa01110		-	ambiguous
pa01111		-	
pa01112		-	ambiguous
pa01113		-	
pa01114		-	
pa01115	I-E	273	
pa01116	I-E,I-F	654	
pa01117	I-F,IV-A1	357	
pa01118	I-E	273	
pa01119		-	
pa01120		-	
pa01121		-	
pa01122	I-E	273	
pa01123		-	
pa01124	I-E	273	
pa01125		-	
pa01126		-	
pa01127		-	
pa01128	I-E	273	
pa01129		-	
pa01130		175	ambiguous
pa01131	I-E	273	
pa01132		-	
pa01133		-	
pa01134		-	
pa01135		-	
pa01136		111	
pa01137	I-E	273	
pa01138	I-E	273	
pa01139		-	
pa01140	IV-A1	111	
pa01141		-	
pa01142	I-F	274	
pa01143		27	
pa01145		179	
pa01146		789	ambiguous
pa01147		179	
pa01148		179	
pa01149	I-C	2699	
pa01150	I-F	244	
pa01151		-	
pa01152	I-F	226	
pa01153		-	ambiguous
pa01154	IV-A1	463	
pa01155		966	
pa01156	I-F	-	
pa01157		-	
pa01158		-	
pa01159		-	
pa01160		-	
pa01161	I-F	2061	
pa01162	I-C,I-F	-	
pa01163		446	
pa01164		-	
pa01165		-	
pa01166	I-F	244	
pa01167		823	
pa01168		-	
pa01169		823	
pa01170		-	
pa01171		-	
pa01172		-	
pa01173	I-F	357	
pa01174		-	
pa01175		-	
pa01176		-	
pa01177		-	
pa01178		-	
pa01179		-	
pa01180		244	
pa01181		-	
pa01182	I-F	357	
pa01183		-	
pa01184		446	
pa01185		823	
pa01186		-	
pa01187		446	
pa01188		446	
pa01189		446	
pa01190		2951	
pa01191		446	
pa01192		446	
pa01193		446	
pa01194		823	
pa01195		446	
pa01196		-	
pa01197		-	
pa01198		-	
pa01199		-	
pa01200		446	
pa01201		446	
pa01202		-	
pa01203		446	
pa01204		-	
pa01205		-	
pa01206		-	
pa01207		-	
pa01208		-	
pa01209		-	
pa01210		-	
pa01211		823	
pa01212		-	
pa01213	I-E	620	
pa01214		-	
pa01215		274	ambiguous
pa01216		-	
pa01217	I-E	620	
pa01218		-	
pa01219		823	
pa01220		-	
pa01221		-	
pa01222		-	
pa01223		-	
pa01224		-	
pa01225		-	
pa01226		823	
pa01227		823	
pa01228		-	
pa01229		823	
pa01230		1189	ambiguous
pa01231		823	
pa01232		-	
pa01233		-	
pa01234		823	
pa01235	I-F	253	
pa01236		823	
pa01237		823	
pa01238		-	
pa01239		823	
pa01240		1189	ambiguous
pa01241		823	
pa01242		823	
pa01243		823	
pa01244		823	
pa01245		823	
pa01246		823	
pa01247	I-F	357	
pa01248	I-F	357	
pa01249		-	
pa01250		823	
pa01251		823	
pa01252		823	
pa01253		823	
pa01254	I-F	357	
pa01255	I-F	357	
pa01256		823	
pa01257	I-F	357	
pa01258		823	
pa01259		823	
pa01260		-	
pa01261	I-F	357	
pa01262		823	
pa01263	I-F	357	
pa01264		823	
pa01265	I-F	357	
pa01266		823	
pa01267		823	
pa01268		823	
pa01269		823	
pa01270		823	
pa01271	I-E	-	
pa01272	I-F	455	
pa01273		823	
pa01274		823	
pa01275	I-F	455	
pa01276	I-F	357	
pa01277	I-F	357	
pa01278		823	
pa01279	I-F	1076	
pa01280	I-F	357	
pa01281	I-F	1076	
pa01282		446	
pa01283	I-F	357	
pa01284	I-F	357	
pa01285	I-F	1076	
pa01286		235	
pa01287	I-F	357	
pa01288	I-F	357	
pa01289	I-F	455	
pa01290	I-F	357	
pa01291	I-F	357	
pa01292	I-F	357	
